name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction,whatsapp_number
Consultório Dent'Smile Arujá,"Terminal Rodoviário de Arujá - Av. João Manoel, 150 - Box 41 - Jardim Modelo, Arujá - SP, 07432-575",instagram.com,(11) 91054-1426,,4.8,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511910541426
Poa Odontologia Dr.Almir Feitosa - Cirurgião Dentista em Arujá,"Av. Marechal Castelo Branco, 138 - Centro, Arujá - SP, 07400-445",poaodontologia.com,(11) 4655-4191,,5.0,No,No,No,Dentista, · Abre seg. às 10:00,None Found,551146554191
Dra. Helen Cristina Dentista 24 horas em Aruja urgência emergência clinica implante dentário prótese dentaduras odonto,"JM 600 - TORRE A, SALA 810, Av. João Manoel, 600 C - 8° Andar - Centro, Arujá - SP, 07400-610",instagram.com,(11) 97638-6883,,5.0,No,No,No,Clínica odontológica,,None Found,5511976386883
Basso Odontologia,"R. Piauí, 35 - Sala 3 - Vila Lima II, Arujá - SP, 07402-085",,(11) 97341-8612,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511973418612
B.Blanc Odontologia,"Av. dos Expedicionários, 296 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 97466-1340,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511974661340
Sorridents Clínicas Odontológicas Centro Arujá,"R. Raposo Taváres, 55 - Centro, Arujá - SP, 07402-120",sorridents.com.br,(11) 4652-2424,,4.3,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551146522424
Dra Bruna Ferrari - Clínica Odontológica Especializada,"Av. dos Expedicionários, 425 - Centro, Arujá - SP, 07400-460",,(11) 4653-0094,,4.1,No,No,No,Dentista, · Abre seg. às 08:00,None Found,551146530094
Nakamiti Odontologia e Harmonização Facial,"Av. João Manoel, 600 - Sala 708 Bloco B Sala 709 bloco B - Centro, Arujá - SP, 07400-610",nakamiti.com.br,(11) 97514-6415,,5.0,No,No,No,Dentista, · Abre seg. às 08:00,None Found,5511975146415
Odontowal | Dentista | Arujá,"Av. Amazonas, 106 - Centro, Arujá - SP, 07402-090",wa.link,(11) 95980-7000,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511959807000
Coe - Odontologia Estética Especializada,"Estr. dos Índios, 2645 - Caputera, Arujá - SP, 07435-465",,(11) 4654-3876,,4.4,No,No,No,Dentista, · Abre seg. às 08:00,None Found,551146543876
Arujadonto,"Av. João Manoel, 600 - sala 306 torre A - Center Ville, Arujá - SP, 07400-610",instagram.com,(11) 4569-2543,,4.9,No,No,No,Dentista, · Abre seg. à 00:00,None Found,551145692543
Clínica Venâncio,"Av. dos Expedicionários, 1551 - vila riman - Aruja - Vila Riman, Arujá - SP, 07401-370",clinicavenancio.com.br,(11) 99011-2188,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511990112188
Dr. Luciano Pascoal - Dentista,"R. Silvino de Camargo, 95 - Vila Lima I, Arujá - SP, 07402-135",,(11) 99420-9774,,5.0,No,No,No,Cirurgião dentista, · Abre seg. às 08:00,None Found,5511994209774
Dental 911 aruja,"Av. João Manoel, 600 - Sala 911 A - Center Ville, Arujá - SP, 07432-575",,(11) 95600-0911,,4.9,No,No,No,Dentista,,None Found,5511956000911
Dra Bruna Ferrari - Clínica Odontológica Especializada,"Av. dos Expedicionários, 425 - Centro, Arujá - SP, 07400-460",,(11) 4653-0094,,4.1,No,No,No,Dentista, · Abre seg. às 08:00,None Found,551146530094
Dra. Fernanda Bernardi | Dentista em Arujá,"Torre A, Av. João Manoel, 600 - Sala 1201 - Centro, Arujá - SP, 07400-610",drafernandabernardi.com.br,(11) 94241-0358,,4.9,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511942410358
Classic Odonto,"R. Montevidéu, 42 - Jardim Rincao, Arujá - SP, 07400-455",,(11) 3754-4154,,4.6,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551137544154
Clinica Akari,"R. Bahia, 423 - Jardim Planalto, Arujá - SP, 07402-170",,(11) 93499-0073,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511934990073
FABRÍCIO IMPLANTES ARUJÁ - Sede Própria II,"Rua General - R. Porfírio da Paz, 90 - Jardim Modelo, Arujá - SP, 07401-300",fabricioimplantes.com.br,(11) 94655-3000,,4.8,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511946553000
Odontologia Estética - Espaço Rodolfo Oliveira,"R. Nossa Senhora de Lourdes, 348 - Nossa Sra. do Carmo, Arujá - SP, 07428-000",rodolfooliveira.com,(11) 94245-0118,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 08:00,None Found,5511942450118
Almeida’s Odontologia,"Av. dos Expedicionários, 1069 - Jardim Modelo, Arujá - SP, 07400-460",,(11) 5197-0651,,4.8,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551151970651
Consultório Dra. Danielly Teixeira,"Av. dos Expedicionários, 420 - sala 07 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 95147-4765,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511951474765
JP Odontologia Integrada,"Av. Antonio Afonso de Lima, 220 - Sala 28 e 29 - Centro, Arujá - SP, 07400-530",,(11) 98162-0969,,4.2,No,No,No,Clínica odontológica, · Abre seg. às 08:00,None Found,5511981620969
Odonto Excellence Aruja,"R. Monteiro Lobato, 253 - Centro, Arujá - SP, 07400-555",odontoexcellence.com.br,(11) 94700-3460,,4.7,No,No,No,Clínica odontológica, · Abre seg. às 08:30,None Found,5511947003460
Dra. Paloma Oliveira Odontologia – Dentista em Arujá,"Estr. de Santa Isabel, 965B - Sala 14 - 1° andar - Caputera, Arujá - SP, 07432-575",instagram.com,(11) 95876-8433,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511958768433
Imi Odontologia,"R. Borba Gato, 74 - Vila Lima I, Arujá - SP, 07402-125",,(11) 96162-8306,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511961628306
Mitani Odontologia,"Av. dos Expedicionários, 955 - Jd. Flora Regina, Arujá - SP, 07400-490",,(11) 97833-8514,,4.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511978338514
AmericaOdonto,"Av. Francisco Antônio Pedro Paulo, 93 - Arujamérica, Arujá - SP, 07403-015",,(11) 98559-8347,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511985598347
Danielewski Odontologia Especializada | Dentista em Arujá | Dr. Greicon Danielewski,"Av. João Manoel, 427 - Vila Flora Regina, Arujá - SP, 07400-605",danielewski.com.br,(11) 91532-7087,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511915327087
Clínica Holly,"Estr. de Santa Isabel, 965 B - Sala 27 - 1 andar - Caputera, Arujá - SP, 07434-100",instagram.com,(11) 95319-8144,,5.0,No,No,No,Dentista,Fechado · Abre seg. às 09:00,None Found,5511953198144
Dra Thainá Ribeiro - Odontologia e Estética,"Av. Antonio Afonso de Lima, 217 - Boulevard Paralelo - Centro, Arujá - SP, 07400-530",,,,,No,No,No,Clínica odontológica,,None Found,
Dentista,"R. Borba Gato, 188 - Vila Lima I, Arujá - SP, 07432-575",,,,,No,No,No,Dentista,,None Found,
Dr Ronaldo Dentista,"Av. Antonio Afonso de Lima, 492 - Centro, Arujá - SP, 07400-560",,(11) 4655-2133,,4.4,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146552133
Cmj Odontologia,"Estr. Arujá-Santa Isabel, 1577 - sala 03 - Vila Pedroso, Arujá - SP, 07434-100",,(11) 4274-0287,,5.0,No,No,No,Clínica odontológica,,None Found,551142740287
Consultório Odontológico Dra. Kelen Santos Ferraz,"R. Vanderlei Nasser do Prado, 149 - Center Ville, Arujá - SP, 07401-120",,(11) 4655-0097,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146550097
Odonto Canic,"R. Goiás, 107 - Jardim Planalto, Arujá - SP, 07402-195",,(11) 4655-0775,,5.0,No,No,No,Dentista,,None Found,551146550775
Ito & Sawamura Odontologia,"Av. dos Expedicionários, 1056 - 22 - Centro, Arujá - SP, 07400-490",,(11) 98188-7500,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511981887500
Dentista em Arujá Andreia prado,"R. Paramaribo, 33 - centro, Arujá - SP, 07400-425",brandingx.my.canva.site,(11) 99428-6343,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511994286343
Dentistas OdontoPride,"R. Prudente de Morais, 104 - Vila Flora Regina, Arujá - SP, 07400-515",odontopride.com,(11) 4654-3912,,1.6,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146543912
Ortorenato,"R. Borba Gato, 141 - Vila Lima I, Arujá - SP, 07402-125",,(11) 95839-7666,,5.0,No,No,No,Cirurgião dentista, · Abre seg. às 08:00,None Found,5511958397666
Dra Nadyne Dela Torre,"R. Silvino de Camargo, 124 - sala 8 - Centro, Arujá - SP, 07402-135",,(11) 99860-2626,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511998602626
J. Comaru Odontologia Especializada,"Estrada Santa Isabel 1201 - Arujá Lagos Boulevard, Sala 110 - Bairro do Limoeiro, Arujá - SP, 07434-100",,(11) 2500-0314,,4.4,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551125000314
A&C Odontologia,"Av. dos Expedicionários, 1.205 - Centro, Arujá - SP, 07400-460",,(11) 97458-8461,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511974588461
Dra. Helen Cristina Dentista 24 horas em Aruja urgência emergência clinica implante dentário prótese dentaduras odonto,"JM 600 - TORRE A, SALA 810, Av. João Manoel, 600 C - 8° Andar - Centro, Arujá - SP, 07400-610",instagram.com,(11) 97638-6883,,5.0,No,No,No,Clínica odontológica,,None Found,5511976386883
Poa Odontologia Dr.Almir Feitosa - Cirurgião Dentista em Arujá,"Av. Marechal Castelo Branco, 138 - Centro, Arujá - SP, 07400-445",poaodontologia.com,(11) 4655-4191,,5.0,No,No,No,Dentista, · Abre seg. às 10:00,None Found,551146554191
Dental 911 aruja,"Av. João Manoel, 600 - Sala 911 A - Center Ville, Arujá - SP, 07432-575",,(11) 95600-0911,,4.9,No,No,No,Dentista,,None Found,5511956000911
Dra. Talitha Cândido | Cirurgiã Dentista | Arujá,"Av. Dr. Armando Colângelo, 1420 - Parque Rodrigo Barreto, Arujá - SP, 07417-375",dratalithacandido.com.br,(11) 99301-7918,,5.0,No,No,No,Cirurgião dentista, · Abre seg. às 10:00,None Found,5511993017918
RM Prime Dental Clinic I Odontologia Aruja,"R. Santo Antônio, 425 - Jordanópolis, Arujá - SP, 07411-170",rmprimedental.com.br,(11) 93404-1989,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511934041989
Dra. Fernanda Bernardi | Dentista em Arujá,"Torre A, Av. João Manoel, 600 - Sala 1201 - Centro, Arujá - SP, 07400-610",drafernandabernardi.com.br,(11) 94241-0358,,4.9,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511942410358
Carlos Nogueira Odontologia,"Predio Black Oficce - R. Leopoldina de Lima Franco, 101 - Levorare, Arujá - SP, 07400-005",conogueiraaruja.com,(11) 91355-1987,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511913551987
Siqueira Odontologia - Dra Camila Passos,"R. Venceslau Braz, 335 - Jardim Rincao, Arujá - SP, 07400-455",sites.google.com,(11) 2712-8108,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551127128108
Odontologia Arujá | Ana Carolina G M Lopes e Carlos Felipe Bonacina,"Lagos Boulevard - Rod. Alberto Hinoto, 1201 - 1° Andar, Sala 119 - Caputera, Arujá - SP, 07435-180",,(11) 4655-4377,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146554377
Oral Corpore,"Av. Dr. Armando Colângelo, 173 - Centro Res., Arujá - SP, 07401-070",oralcorpore.meudoutor.com,(11) 2391-2334,,4.9,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551123912334
Consultório Dent'Smile Arujá,"Terminal Rodoviário de Arujá - Av. João Manoel, 150 - Box 41 - Jardim Modelo, Arujá - SP, 07432-575",instagram.com,(11) 91054-1426,,4.8,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511910541426
Arujadonto,"Av. João Manoel, 600 - sala 306 torre A - Center Ville, Arujá - SP, 07400-610",instagram.com,(11) 4569-2543,,4.9,No,No,No,Dentista, · Abre seg. à 00:00,None Found,551145692543
Clínica Passos,"R. Borba Gato - vila lima, Arujá - SP, 07402-125",,(11) 4653-1183,,3.1,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146531183
Clínica odontológica,"R. Carime Buissa, 251 A - Vila Pilar, Arujá - SP, 07401-730",facebook.com,(11) 97239-6696,,4.9,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511972396696
Dra Amanda Plantier Odontologia l Dentista Arujá,"Av. João Manoel, 600 - loja 15 - Center Ville, Arujá - SP, 07432-575",,(11) 91097-1011,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511910971011
Consultório Dra. Danielly Teixeira,"Av. dos Expedicionários, 420 - sala 07 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 95147-4765,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511951474765
Dra.Gabriela Mendes Odontologia & Estética Facial,"Rua Washington Luiz Pereira de Souza, 82 Jardim Rincão - Centro, Arujá - SP, 07432-575",bio.site,(11) 99871-1165,,4.8,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511998711165
FABRÍCIO IMPLANTES ARUJÁ - Sede Própria II,"Rua General - R. Porfírio da Paz, 90 - Jardim Modelo, Arujá - SP, 07401-300",fabricioimplantes.com.br,(11) 94655-3000,,4.8,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511946553000
Basso Odontologia,"R. Piauí, 35 - Sala 3 - Vila Lima II, Arujá - SP, 07402-085",,(11) 97341-8612,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511973418612
Dentista: Dr. Bruno Taniguchi e Equipe,"Av. Railda Alves de Oliveira, 21 - Parque Rodrigo Barreto, Arujá - SP, 07417-265",,(11) 4655-3841,,5.0,No,No,No,Dentista, · Abre seg. às 10:30,None Found,551146553841
B.Blanc Odontologia,"Av. dos Expedicionários, 296 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 97466-1340,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511974661340
Almeida’s Odontologia,"Av. dos Expedicionários, 1069 - Jardim Modelo, Arujá - SP, 07400-460",,(11) 5197-0651,,4.8,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551151970651
Clínica Odontológica Dra. Alice Bastos,"Rod. Alberto Hinoto, no 2360 - loja 01 - Jardim Caputera, Arujá - SP, 07435-180",,(11) 99171-3408,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511991713408
Ortorenato,"R. Borba Gato, 141 - Vila Lima I, Arujá - SP, 07402-125",,(11) 95839-7666,,5.0,No,No,No,Cirurgião dentista, · Abre seg. às 08:00,None Found,5511958397666
Nakamiti Odontologia e Harmonização Facial,"Av. João Manoel, 600 - Sala 708 Bloco B Sala 709 bloco B - Centro, Arujá - SP, 07400-610",nakamiti.com.br,(11) 97514-6415,,5.0,No,No,No,Dentista, · Abre seg. às 08:00,None Found,5511975146415
Dra Bruna Ferrari - Clínica Odontológica Especializada,"Av. dos Expedicionários, 425 - Centro, Arujá - SP, 07400-460",,(11) 4653-0094,,4.1,No,No,No,Dentista, · Abre seg. às 08:00,None Found,551146530094
Classic Odonto,"R. Montevidéu, 42 - Jardim Rincao, Arujá - SP, 07400-455",,(11) 3754-4154,,4.6,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551137544154
Odontowal | Dentista | Arujá,"Av. Amazonas, 106 - Centro, Arujá - SP, 07402-090",wa.link,(11) 95980-7000,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511959807000
Elite Odontologia Especializada,"torre B - Av. João Manoel, 600 - 11 andar sala 1101 - Centro, Arujá - SP, 07432-575",ensinoelite.com.br,(11) 4651-1949,,3.9,No,No,No,Clínica odontológica, · Abre seg. às 08:00,None Found,551146511949
Danielewski Odontologia Especializada | Dentista em Arujá | Dr. Greicon Danielewski,"Av. João Manoel, 427 - Vila Flora Regina, Arujá - SP, 07400-605",danielewski.com.br,(11) 91532-7087,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511915327087
JP Odontologia Integrada,"Av. Antonio Afonso de Lima, 220 - Sala 28 e 29 - Centro, Arujá - SP, 07400-530",,(11) 98162-0969,,4.2,No,No,No,Clínica odontológica, · Abre seg. às 08:00,None Found,5511981620969
Dra. Beatriz Ferraz Odontologia Integrada,"Avenida João Manoel, B João Manoel, 600 - cj. 704 - Centro, Arujá - SP, 07400-610",wa.me,(11) 96408-2351,,4.7,No,No,No,Dentista, · Abre seg. à 00:00,None Found,5511964082351
Clinica Akari,"R. Bahia, 423 - Jardim Planalto, Arujá - SP, 07402-170",,(11) 93499-0073,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511934990073
Clínica Holly,"Estr. de Santa Isabel, 965 B - Sala 27 - 1 andar - Caputera, Arujá - SP, 07434-100",instagram.com,(11) 95319-8144,,5.0,No,No,No,Dentista,Fechado · Abre seg. às 09:00,None Found,5511953198144
Ito & Sawamura Odontologia,"Av. dos Expedicionários, 1056 - 22 - Centro, Arujá - SP, 07400-490",,(11) 98188-7500,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511981887500
Imi Odontologia,"R. Borba Gato, 74 - Vila Lima I, Arujá - SP, 07402-125",,(11) 96162-8306,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511961628306
Coe - Odontologia Estética Especializada,"Estr. dos Índios, 2645 - Caputera, Arujá - SP, 07435-465",,(11) 4654-3876,,4.4,No,No,No,Dentista, · Abre seg. às 08:00,None Found,551146543876
Consultório Odontológico Dra. Kelen Santos Ferraz,"R. Vanderlei Nasser do Prado, 149 - Center Ville, Arujá - SP, 07401-120",,(11) 4655-0097,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146550097
ODONTO PREMIUM ARUJA,"Rua Aires Monteiro, 380 - Center Ville, Arujá - SP, 07401-085",,(11) 99635-2608,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511996352608
Dr. Luciano Pascoal - Dentista,"R. Silvino de Camargo, 95 - Vila Lima I, Arujá - SP, 07402-135",,(11) 99420-9774,,5.0,No,No,No,Cirurgião dentista, · Abre seg. às 08:00,None Found,5511994209774
Instituto Rosalia,"Rod. Alberto Hinoto, 1201 - 07434-100 1 andar sala 105 - Caputera, Arujá - SP, 07434-100",,(11) 96308-2557,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 08:00,None Found,5511963082557
Dra. Talita Sena,"Av. João Manoel, 600 - Sala 304 bloco B - Vila Pedroso, Arujá - SP, 07432-575",instagram.com,(11) 95459-8859,,4.9,No,No,No,Cirurgião dentista, · Abre seg. às 09:00,None Found,5511954598859
Odontologia Dra. Daniele F. Cruz,"Estrada Mun., 2430 - Parque Rodrigo Barreto, Arujá - SP, 07417-265",,(11) 97316-6351,,5.0,No,No,No,Cirurgião dentista, · Abre qui. às 08:30,None Found,5511973166351
Clínica Venâncio,"Av. dos Expedicionários, 1551 - vila riman - Aruja - Vila Riman, Arujá - SP, 07401-370",clinicavenancio.com.br,(11) 99011-2188,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511990112188
Diniz Odontologia,"edifício JM600 - Av. João Manoel, 600 - sala 309 - Center Ville, Arujá - SP, 07400-610",,(11) 99675-4153,,4.8,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511996754153
Clínica Sandra Fernandes,"Pq - Av. Dr. Armando Colângelo, 1437 - Parque Rodrigo Barreto, Arujá - SP, 07417-305",,(11) 4655-0166,,5.0,No,No,No,Cirurgião dentista, · Abre seg. às 08:00,None Found,551146550166
Dentista em Arujá Andreia prado,"R. Paramaribo, 33 - centro, Arujá - SP, 07400-425",brandingx.my.canva.site,(11) 99428-6343,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511994286343
Odonto Class Aruja,"Av. Dr. Armando Colângelo, 1361 - Parque Rodrigo Barreto, Arujá - SP, 07417-305",,(11) 2502-6243,,4.3,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551125026243
Mitani Odontologia,"Av. dos Expedicionários, 955 - Jd. Flora Regina, Arujá - SP, 07400-490",,(11) 97833-8514,,4.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511978338514
Consultório Médico Odontológico Fermiale,"Av. João Manoel, 600 - Bloco B, 8º Andar, Sala 804 - Centro, Arujá - SP, 07400-610",fermiale.com,(11) 91616-7700,,5.0,No,No,No,Clínica especializada, · Abre seg. às 08:00,None Found,5511916167700
Dra. Helen Cristina Dentista 24 horas em Aruja urgência emergência clinica implante dentário prótese dentaduras odonto,"JM 600 - TORRE A, SALA 810, Av. João Manoel, 600 C - 8° Andar - Centro, Arujá - SP, 07400-610",instagram.com,(11) 97638-6883,,5.0,No,No,No,Clínica odontológica,,None Found,5511976386883
Dra. Fernanda Bernardi | Dentista em Arujá,"Torre A, Av. João Manoel, 600 - Sala 1201 - Centro, Arujá - SP, 07400-610",drafernandabernardi.com.br,(11) 94241-0358,,4.9,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511942410358
Consultório Dent'Smile Arujá,"Terminal Rodoviário de Arujá - Av. João Manoel, 150 - Box 41 - Jardim Modelo, Arujá - SP, 07432-575",instagram.com,(11) 91054-1426,,4.8,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511910541426
Dra Amanda Plantier Odontologia l Dentista Arujá,"Av. João Manoel, 600 - loja 15 - Center Ville, Arujá - SP, 07432-575",,(11) 91097-1011,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511910971011
RM Prime Dental Clinic I Odontologia Aruja,"R. Santo Antônio, 425 - Jordanópolis, Arujá - SP, 07411-170",rmprimedental.com.br,(11) 93404-1989,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511934041989
Odontologia Arujá | Ana Carolina G M Lopes e Carlos Felipe Bonacina,"Lagos Boulevard - Rod. Alberto Hinoto, 1201 - 1° Andar, Sala 119 - Caputera, Arujá - SP, 07435-180",,(11) 4655-4377,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146554377
Carlos Nogueira Odontologia,"Predio Black Oficce - R. Leopoldina de Lima Franco, 101 - Levorare, Arujá - SP, 07400-005",conogueiraaruja.com,(11) 91355-1987,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511913551987
Arujadonto,"Av. João Manoel, 600 - sala 306 torre A - Center Ville, Arujá - SP, 07400-610",instagram.com,(11) 4569-2543,,4.9,No,No,No,Dentista, · Abre seg. à 00:00,None Found,551145692543
Dra Bruna Ferrari - Clínica Odontológica Especializada,"Av. dos Expedicionários, 425 - Centro, Arujá - SP, 07400-460",,(11) 4653-0094,,4.1,No,No,No,Dentista, · Abre seg. às 08:00,None Found,551146530094
Dra.Gabriela Mendes Odontologia & Estética Facial,"Rua Washington Luiz Pereira de Souza, 82 Jardim Rincão - Centro, Arujá - SP, 07432-575",bio.site,(11) 99871-1165,,4.8,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511998711165
Oral Corpore,"Av. Dr. Armando Colângelo, 173 - Centro Res., Arujá - SP, 07401-070",oralcorpore.meudoutor.com,(11) 2391-2334,,4.9,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551123912334
Dental 911 aruja,"Av. João Manoel, 600 - Sala 911 A - Center Ville, Arujá - SP, 07432-575",,(11) 95600-0911,,4.9,No,No,No,Dentista,,None Found,5511956000911
Dra. Talita Sena,"Av. João Manoel, 600 - Sala 304 bloco B - Vila Pedroso, Arujá - SP, 07432-575",instagram.com,(11) 95459-8859,,4.9,No,No,No,Cirurgião dentista, · Abre seg. às 09:00,None Found,5511954598859
Sorridents Clínicas Odontológicas Centro Arujá,"R. Raposo Taváres, 55 - Centro, Arujá - SP, 07402-120",sorridents.com.br,(11) 4652-2424,,4.3,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,551146522424
Clínica Passos,"R. Borba Gato - vila lima, Arujá - SP, 07402-125",,(11) 4653-1183,,3.1,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551146531183
ODONTO PREMIUM ARUJA,"Rua Aires Monteiro, 380 - Center Ville, Arujá - SP, 07401-085",,(11) 99635-2608,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511996352608
Clínica odontológica,"R. Carime Buissa, 251 A - Vila Pilar, Arujá - SP, 07401-730",facebook.com,(11) 97239-6696,,4.9,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511972396696
Clínica Venâncio,"Av. dos Expedicionários, 1551 - vila riman - Aruja - Vila Riman, Arujá - SP, 07401-370",clinicavenancio.com.br,(11) 99011-2188,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511990112188
Odonto Excellence Aruja,"R. Monteiro Lobato, 253 - Centro, Arujá - SP, 07400-555",odontoexcellence.com.br,(11) 94700-3460,,4.7,No,No,No,Clínica odontológica, · Abre seg. às 08:30,None Found,5511947003460
Nakamiti Odontologia e Harmonização Facial,"Av. João Manoel, 600 - Sala 708 Bloco B Sala 709 bloco B - Centro, Arujá - SP, 07400-610",nakamiti.com.br,(11) 97514-6415,,5.0,No,No,No,Dentista, · Abre seg. às 08:00,None Found,5511975146415
"Lelis e Duque Odontologia - Clínica Odontológica em Anália Franco - Implantes, lente de contato e alinhadores","R. José Oscar Abreu Sampaio, 63 - Jardim Analia Franco, São Paulo - SP, 03337-020",leliseduque.com.br,(11) 96166-1099,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511961661099
Siqueira Odontologia - Dra Camila Passos,"R. Venceslau Braz, 335 - Jardim Rincao, Arujá - SP, 07400-455",sites.google.com,(11) 2712-8108,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,551127128108
B.Blanc Odontologia,"Av. dos Expedicionários, 296 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 97466-1340,,5.0,No,No,No,Dentista, · Abre seg. às 09:00,None Found,5511974661340
Basso Odontologia,"R. Piauí, 35 - Sala 3 - Vila Lima II, Arujá - SP, 07402-085",,(11) 97341-8612,,5.0,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511973418612
Odontologia Dra. Daniele F. Cruz,"Estrada Mun., 2430 - Parque Rodrigo Barreto, Arujá - SP, 07417-265",,(11) 97316-6351,,5.0,No,No,No,Cirurgião dentista, · Abre qui. às 08:30,None Found,5511973166351
FABRÍCIO IMPLANTES ARUJÁ - Sede Própria II,"Rua General - R. Porfírio da Paz, 90 - Jardim Modelo, Arujá - SP, 07401-300",fabricioimplantes.com.br,(11) 94655-3000,,4.8,No,No,No,Clínica odontológica, · Abre seg. às 09:00,None Found,5511946553000
JP Odontologia Integrada,"Av. Antonio Afonso de Lima, 220 - Sala 28 e 29 - Centro, Arujá - SP, 07400-530",,(11) 98162-0969,,4.2,No,No,No,Clínica odontológica, · Abre seg. às 08:00,None Found,5511981620969
